#,ocla,o_ID,tcla,t_ID
154,7,3093,8,348
155,7,3101,8,233
156,0,3112,6,282
157,1,3144,4,36
158,1,3152,3,127
159,9,3181,5,239
160,8,3206,9,38
161,9,3208,5,457
162,8,3270,7,137
163,8,3270,5,488
164,5,3287,1,104
165,0,3294,7,83
166,0,3294,9,38
167,9,4021,6,299
168,2,4034,9,89
169,0,4040,3,467
170,0,4040,5,39
171,0,4056,5,343
172,0,4062,5,39
173,5,4078,8,73
174,5,4078,0,244
175,8,4079,5,488
176,7,4154,1,114
177,5,4160,0,235
178,9,4168,5,207
179,0,4181,6,429
180,7,4183,1,283
181,8,4196,3,467
182,8,4196,1,494
183,8,4196,7,137
184,8,4196,5,361
185,0,4228,5,181
186,1,4237,0,90
187,1,4237,5,343
188,4,4239,8,72
189,9,4253,6,347
190,5,4259,0,90
191,1,4271,6,292
192,7,4272,0,235
193,7,4272,8,233
194,1,4278,3,332
195,1,4278,5,478
196,6,4279,5,212
197,6,4283,0,90
198,0,4295,5,319
199,6,4325,1,246
200,3,4342,7,208
201,2,4359,1,283
202,0,4367,4,500
203,8,4370,5,343
204,1,4372,6,95
205,0,4374,5,488
206,0,4387,1,383
207,2,4388,1,283
208,9,4417,6,311
209,0,4419,1,283
210,2,4421,0,244
211,1,4431,5,141
212,8,4444,5,319
213,6,4482,0,44
214,6,4482,9,360
215,2,4483,4,220
216,5,4507,0,90
217,8,4517,5,181
218,9,4518,6,95
219,1,4532,2,182
220,4,4567,0,90
221,4,4584,5,319
222,8,4599,5,207
223,9,5087,6,413
224,6,5149,0,44
225,3,5161,0,90
226,9,5192,7,410
227,9,5192,3,467
228,3,5200,8,202
229,7,5209,1,114
230,7,5221,0,281
231,5,5222,1,246
232,1,5226,6,299
233,1,5226,0,496
234,0,5260,5,389
235,5,5269,0,491
236,9,5276,5,250
237,6,5284,0,235
238,4,5289,1,369
239,9,5300,5,457
240,7,5304,0,90
241,7,5320,1,104
242,4,5322,0,235
243,3,5349,0,179
244,7,5351,8,233
245,1,5353,3,251
246,9,5360,6,392
247,2,5373,3,251
248,2,5373,8,472
249,0,6003,7,83
250,5,6018,0,281
251,5,6035,0,281
252,7,6041,0,90
253,9,6059,2,182
254,3,6075,7,83
255,2,6078,1,104
256,0,6081,9,335
257,1,6084,5,345
258,5,6116,0,90
259,7,6132,1,290
260,9,6147,6,112
261,9,6147,3,467
262,7,6149,8,92
263,8,6155,5,190
264,5,6165,0,44
265,1,6173,6,461
266,1,6173,4,32
267,1,6173,3,396
268,9,6188,7,371
269,9,6188,4,365
270,1,6194,5,250
271,8,6211,9,38
272,8,6211,5,343
273,8,6211,6,95
274,7,6212,4,479
275,0,6221,6,95
276,7,6223,1,390
277,4,6250,0,44
278,8,6262,5,319
279,1,6279,5,190
280,5,6297,0,90
281,6,6330,0,90
282,2,6359,9,89
283,8,6376,7,208
284,8,6432,5,101
285,8,6449,6,95
286,2,6456,1,114
287,3,6460,1,82
288,6,6471,0,44
289,2,6501,1,104
290,0,6508,5,250
291,4,6510,8,472
292,2,6546,9,38
293,5,6584,0,90
294,5,6592,0,235
295,1,6597,4,500
296,5,6609,1,369
297,0,6618,7,137
298,1,6643,4,456
299,1,6701,3,0
300,8,6730,7,371
301,0,6738,1,369
302,5,6764,4,500
303,1,6788,5,318
304,8,6798,4,456
305,8,6798,9,252
306,1,6841,6,311
307,8,6847,5,190
308,8,6847,3,467
309,0,6854,5,319
310,7,6883,9,133
311,5,6890,0,281
312,2,6899,0,264
313,0,6923,5,484
314,0,6923,7,137
315,9,6932,3,143
316,6,6934,5,68
317,3,6938,1,104
318,5,6945,0,235
319,3,6973,1,9
320,7,7003,1,82
321,2,7022,9,38
322,9,7028,6,311
323,9,7028,3,432
324,0,7031,5,319
325,8,7042,5,207
326,9,7046,6,299
327,8,7050,5,345
328,9,7058,5,58
329,9,7058,6,329
330,1,7063,7,410
331,1,7071,3,321
332,1,7071,5,318
333,1,7071,7,13
334,6,7183,8,72
335,0,7196,9,38
336,0,7196,5,431
337,0,7209,1,369
338,7,7226,5,141
339,9,7232,2,291
340,5,7241,0,496
341,5,7279,0,90
342,1,7282,2,291
343,2,7286,1,494
344,5,7295,0,44
345,9,7297,0,406
346,6,7301,8,72
347,8,7303,9,133
348,2,7304,9,222
349,8,7307,4,479
350,5,7330,0,44
351,5,7331,0,235
352,5,7338,0,235
353,5,7368,0,44
354,5,7368,8,202
355,9,7407,6,311
356,5,7438,4,267
357,7,7442,8,233
358,9,7444,3,0
359,0,7454,9,38
360,0,7454,1,105
361,6,7467,5,438
362,0,7477,6,95
363,1,7486,7,177
364,1,7486,5,343
365,1,7486,3,25
366,5,7493,0,235
367,1,7516,3,427
368,0,7523,6,142
369,8,7525,7,410
370,8,7525,5,488
371,9,7566,8,54
372,1,7577,5,488
373,6,7593,0,281
374,1,7634,5,250
375,5,7636,0,235
376,5,7636,1,104
377,8,7637,5,250
378,0,7652,3,467
379,0,7652,5,488
380,1,7656,4,365
381,1,7656,5,455
382,1,7656,7,402
383,9,7661,5,319
384,5,7662,8,202
385,0,7684,9,38
386,5,7712,9,252
387,3,7714,0,111
388,0,7742,3,467
389,3,7747,8,233
390,0,7748,5,238
391,8,7765,5,319
392,9,7806,3,467
393,8,7832,5,343
394,5,7834,1,369
395,0,7835,1,134
396,0,7835,6,429
397,0,7835,9,38
398,0,7835,4,355
399,0,7835,5,181
