#,ocla,o_ID,tcla,t_ID
357,4,7322,7,60
358,6,7339,1,390
359,2,7360,3,467
360,8,7418,6,392
361,2,7430,4,224
362,9,7444,2,182
363,6,7466,3,127
364,9,7470,3,321
365,9,7501,6,311
366,7,7505,0,44
367,9,7512,5,239
368,1,7516,5,318
369,0,7533,7,371
370,7,7546,6,392
371,9,7547,3,467
372,9,7592,8,344
373,1,7634,3,467
374,9,7640,3,412
375,8,7653,2,391
376,1,7656,8,495
377,1,7656,5,455
378,1,7704,9,38
379,9,7770,1,114
380,8,7782,4,500
381,9,7806,0,276
382,7,7859,1,286
383,1,7878,5,361
384,7,7886,9,38
385,7,7899,9,38
386,2,7911,7,56
387,2,7938,6,347
388,1,7943,8,108
389,1,7946,0,473
390,9,7955,5,207
391,1,7964,0,298
392,0,8017,3,467
393,1,8021,4,278
394,1,8028,3,158
395,1,8094,5,232
396,1,8157,0,192
397,1,8165,2,498
398,1,8165,4,456
399,0,8185,4,355
400,9,8217,4,465
401,9,8217,4,465
402,7,8237,6,311
403,7,8240,2,182
404,6,8247,2,75
405,9,8255,4,463
406,8,8290,6,481
407,9,8292,2,65
408,0,8293,9,364
409,9,8345,7,219
410,2,8359,3,127
411,1,8390,7,60
412,1,8391,2,391
413,6,8423,9,360
414,6,8423,7,177
415,9,8434,5,58
416,7,8568,8,202
417,1,8579,3,332
418,1,8579,5,319
419,1,8584,8,72
420,1,8593,6,311
421,7,8628,1,66
422,1,8663,9,285
423,9,8673,3,127
424,6,8689,2,448
425,7,8718,9,252
426,2,8734,4,236
427,2,8756,6,41
428,8,8762,2,340
429,2,8768,4,405
430,5,8789,0,235
431,1,8880,3,332
432,9,8927,7,288
433,7,9081,1,114
434,9,9100,2,374
435,9,9122,2,248
436,1,9125,0,298
437,9,9174,3,127
438,1,9211,0,44
439,9,9219,3,432
440,7,9284,9,335
441,9,9299,2,182
442,9,9299,1,82
443,1,9323,6,347
444,6,9325,5,230
445,6,9325,7,410
446,1,9351,3,432
447,9,9357,6,380
448,9,9382,7,445
449,9,9391,8,18
450,9,9409,3,336
451,7,9458,6,380
452,0,9482,3,464
453,6,9546,9,349
454,9,9552,5,212
455,9,9552,6,311
456,7,9554,2,340
457,1,9559,8,202
458,8,9568,9,285
459,9,9623,5,484
460,1,9626,9,252
461,9,9628,8,202
462,2,9686,1,290
463,2,9686,1,290
464,7,9702,1,246
465,9,9706,7,317
466,9,9732,8,185
467,9,9732,2,291
468,3,9740,8,233
0,6,5,5,438
1,0,21,6,429
2,0,21,1,283
3,6,30,1,390
4,9,34,8,344
5,0,44,7,137
6,8,54,3,467
7,2,67,3,467
8,2,75,6,299
9,7,83,9,38
10,0,98,3,399
11,1,105,6,95
12,7,109,8,144
13,7,109,5,319
14,3,115,6,299
15,7,119,5,318
16,2,123,5,207
17,3,176,0,235
18,7,194,9,400
19,7,198,2,340
20,7,210,1,240
21,6,221,7,137
22,9,225,2,277
23,9,225,2,277
24,6,229,7,168
25,1,231,9,171
26,1,231,4,465
27,0,235,3,467
28,0,235,6,299
29,1,246,8,185
30,1,246,6,95
31,0,257,8,166
32,9,280,1,290
33,1,286,5,318
34,1,290,7,410
35,1,305,0,179
36,1,325,0,276
37,5,327,7,208
38,7,339,6,392
39,6,341,0,235
40,9,349,8,202
41,2,353,1,283
42,8,385,4,500
43,8,385,4,500
44,8,385,6,142
45,2,387,4,456
46,5,389,6,413
47,5,389,3,103
48,2,391,6,95
49,2,391,0,235
50,2,391,7,288
51,2,391,6,95
52,9,411,0,499
53,0,423,7,119
54,0,447,2,353
55,0,447,6,95
56,6,461,5,178
57,7,468,2,374
58,2,497,3,427
59,1,540,3,467
60,1,540,8,139
61,1,540,5,488
62,1,540,8,139
63,7,543,6,329
64,9,545,7,208
65,9,554,7,60
66,5,601,0,312
67,9,609,5,181
68,9,609,4,465
69,9,609,8,202
70,6,632,8,92
71,8,636,1,114
72,7,643,2,340
73,4,647,0,264
74,1,1006,4,94
75,0,1018,6,299
76,1,1021,2,277
77,0,1026,5,437
78,1,1048,2,75
79,9,1064,6,311
80,0,1078,2,353
81,7,1170,1,104
82,1,1176,8,185
83,6,1178,4,36
84,8,1213,1,390
85,8,1262,2,182
86,1,1301,4,295
87,5,1316,4,32
88,0,1323,6,95
89,9,1359,6,347
90,1,1363,0,244
91,8,1369,3,467
92,1,1372,5,389
93,2,1374,4,159
94,1,1378,0,298
95,1,1378,4,159
96,9,1387,3,467
97,0,1397,8,88
98,2,1399,7,371
99,2,1399,5,212
100,1,1410,8,173
101,1,1412,3,367
102,8,1419,9,38
103,0,1463,3,467
104,7,1473,4,500
105,6,1489,4,40
106,6,1513,2,448
107,4,1516,9,38
108,4,1523,2,374
109,0,1579,4,355
110,0,1579,7,137
111,2,1581,5,212
112,9,1582,3,467
113,5,1588,2,182
114,5,1637,6,311
115,7,1647,4,254
116,9,1654,1,105
117,9,1654,5,190
118,8,1655,0,276
119,8,1655,3,53
120,8,2007,9,487
121,6,2016,1,330
122,5,2056,4,32
123,2,2090,9,38
124,6,2093,3,127
125,3,2107,4,456
126,0,2122,5,181
127,1,2125,8,202
128,7,2147,6,311
129,7,2167,0,235
130,1,2176,8,344
131,8,2198,4,456
132,1,2206,8,54
133,5,2219,7,137
134,1,2220,6,311
135,7,2234,3,336
136,5,2277,4,254
137,4,2283,5,318
138,1,2289,3,251
139,5,2291,7,317
140,7,2326,8,202
141,1,2345,8,344
142,1,3001,5,345
143,0,3024,2,75
144,5,3045,4,500
145,8,3046,4,159
146,8,3046,7,317
147,1,3074,7,137
148,1,3077,3,467
149,1,3080,8,185
150,1,3080,9,243
151,8,3089,2,65
152,8,3089,0,44
153,8,3089,4,159
154,7,3093,6,95
155,7,3101,5,230
156,0,3112,7,60
157,1,3144,2,448
158,1,3152,8,173
159,9,3181,1,105
160,8,3206,2,448
161,9,3208,1,193
162,8,3270,9,38
163,8,3270,2,342
164,5,3287,2,291
165,0,3294,5,181
166,0,3294,6,142
167,9,4021,1,193
168,2,4034,0,235
169,0,4040,7,137
170,0,4040,3,467
171,0,4056,3,127
172,0,4062,1,494
173,5,4078,2,374
174,5,4078,7,208
175,8,4079,9,285
176,7,4154,9,38
177,5,4160,7,60
178,9,4168,8,185
179,0,4181,9,38
180,7,4183,3,467
181,8,4196,1,494
182,8,4196,3,467
183,8,4196,1,494
184,8,4196,0,235
185,0,4228,9,425
186,1,4237,9,38
187,1,4237,3,321
188,4,4239,3,467
189,9,4253,0,473
190,5,4259,8,202
191,1,4271,5,141
192,7,4272,9,253
193,7,4272,2,340
194,1,4278,6,311
195,1,4278,4,295
196,6,4279,3,467
197,6,4283,8,362
198,0,4295,9,38
199,6,4325,3,412
200,3,4342,9,252
201,2,4359,3,467
202,0,4367,8,197
203,8,4370,4,500
204,1,4372,9,89
205,0,4374,2,409
206,0,4387,6,282
207,2,4388,4,500
208,9,4417,5,345
209,0,4419,3,399
210,2,4421,8,139
211,1,4431,4,456
212,8,4444,3,127
213,6,4482,9,360
214,6,4482,2,303
215,2,4483,3,467
216,5,4507,7,137
217,8,4517,9,364
218,9,4518,2,391
219,1,4532,5,207
220,4,4567,9,222
221,4,4584,9,222
222,8,4599,3,106
223,9,5087,5,250
224,6,5149,7,137
225,3,5161,2,374
226,9,5192,4,36
227,9,5192,0,116
228,3,5200,2,374
229,7,5209,3,332
230,7,5221,5,318
231,5,5222,6,4
232,1,5226,2,65
233,1,5226,6,299
234,0,5260,7,137
235,5,5269,1,66
236,9,5276,3,467
237,6,5284,1,161
238,4,5289,5,207
239,9,5300,6,311
240,7,5304,2,195
241,7,5320,5,68
242,4,5322,2,65
243,3,5349,8,92
244,7,5351,5,230
245,1,5353,4,94
246,9,5360,1,131
247,2,5373,0,363
248,2,5373,3,251
249,0,6003,8,408
250,5,6018,4,500
251,5,6035,4,500
252,7,6041,5,319
253,9,6059,8,202
254,3,6075,4,130
255,2,6078,4,500
256,0,6081,3,77
257,1,6084,4,24
258,5,6116,8,202
259,7,6132,3,367
260,9,6147,3,467
261,9,6147,8,202
262,7,6149,0,297
263,8,6155,2,75
264,5,6165,8,202
265,1,6173,5,230
266,1,6173,2,476
267,1,6173,6,461
268,9,6188,6,112
269,9,6188,3,467
270,1,6194,2,497
271,8,6211,0,235
272,8,6211,1,369
273,8,6211,2,342
274,7,6212,2,182
275,0,6221,1,131
276,7,6223,0,90
277,4,6250,8,92
278,8,6262,3,467
279,1,6279,8,55
280,5,6297,8,185
281,6,6330,5,207
282,2,6359,0,244
283,8,6376,4,32
284,8,6432,9,133
285,8,6449,0,129
286,2,6456,7,326
287,3,6460,4,32
288,6,6471,9,349
289,2,6501,3,205
290,0,6508,3,467
291,4,6510,7,109
292,2,6546,6,282
293,5,6584,1,241
294,5,6592,3,432
295,1,6597,7,402
296,5,6609,3,294
297,0,6618,8,202
298,1,6643,8,173
299,1,6701,4,456
300,8,6730,0,235
301,0,6738,5,207
302,5,6764,9,38
303,1,6788,8,173
304,8,6798,9,252
305,8,6798,2,248
306,1,6841,2,138
307,8,6847,6,341
308,8,6847,7,288
309,0,6854,1,193
310,7,6883,5,474
311,5,6890,7,317
312,2,6899,4,500
313,0,6923,6,282
314,0,6923,5,484
315,9,6932,6,311
316,6,6934,4,227
317,3,6938,6,311
318,5,6945,3,70
319,3,6973,5,484
320,7,7003,2,374
321,2,7022,3,467
322,9,7028,1,290
323,9,7028,7,60
324,0,7031,7,410
325,8,7042,1,494
326,9,7046,5,250
327,8,7050,1,462
328,9,7058,0,298
329,9,7058,8,202
330,1,7063,2,67
331,1,7071,0,44
332,1,7071,6,380
333,1,7071,5,318
334,6,7183,7,208
335,0,7196,6,282
336,0,7196,1,105
337,0,7209,4,500
338,7,7226,1,390
339,9,7232,0,235
340,5,7241,9,253
341,5,7279,7,339
342,1,7282,9,252
343,2,7286,3,467
344,5,7295,7,48
345,9,7297,8,202
346,6,7301,1,231
347,8,7303,2,353
348,2,7304,5,474
349,8,7307,7,137
350,5,7330,2,138
351,5,7331,7,60
352,5,7338,7,13
353,5,7368,4,456
354,5,7368,4,456
355,9,7407,8,202
356,5,7438,0,235
357,7,7442,6,413
358,9,7444,1,240
359,0,7454,6,95
360,0,7454,8,202
361,6,7467,9,360
362,0,7477,4,500
363,1,7486,8,202
364,1,7486,3,25
365,1,7486,5,343
366,5,7493,4,32
367,1,7516,4,456
368,0,7523,3,205
369,8,7525,0,298
370,8,7525,4,159
371,9,7566,4,479
372,1,7577,0,44
373,6,7593,8,233
374,1,7634,3,467
375,5,7636,4,159
376,5,7636,8,202
377,8,7637,1,104
378,0,7652,2,67
379,0,7652,6,95
380,1,7656,3,467
381,1,7656,3,467
382,1,7656,5,455
383,9,7661,8,92
384,5,7662,6,380
385,0,7684,7,137
386,5,7712,1,330
387,3,7714,9,38
388,0,7742,7,83
389,3,7747,2,149
390,0,7748,9,38
391,8,7765,1,240
392,9,7806,0,276
393,8,7832,7,137
394,5,7834,0,281
395,0,7835,8,202
396,0,7835,8,202
397,0,7835,3,467
398,0,7835,1,134
399,0,7835,6,429
