#,ocla,o_ID,tcla,t_ID
92,111,5555,520,26004
93,111,5555,577,28855
94,111,5555,590,29509
95,116,5817,400,20003
96,116,5817,830,41505
97,116,5817,914,45700
98,116,5817,919,45951
99,116,5817,936,46809
100,127,6384,531,26552
101,127,6384,692,34606
102,127,6384,718,35902
103,127,6384,821,41057
104,127,6384,996,49800
105,128,6424,477,23854
106,128,6424,478,23905
107,128,6424,559,27959
108,128,6424,874,43709
109,128,6424,901,45050
110,141,7082,294,14708
111,141,7082,437,21859
112,141,7082,510,25505
113,141,7082,545,27254
114,141,7082,705,35252
115,151,7560,344,17200
116,151,7560,380,19000
117,151,7560,477,23854
118,151,7560,514,25709
119,151,7560,639,31957
120,157,7894,451,22556
121,157,7894,517,25855
122,157,7894,650,32505
123,157,7894,781,39058
124,157,7894,984,49204
125,168,8415,200,10006
126,168,8415,579,28955
127,168,8415,596,29802
128,168,8415,749,37455
129,168,8415,814,40709
130,172,8625,333,16655
131,172,8625,629,31459
132,172,8625,712,35607
133,172,8625,890,44503
134,172,8625,916,45808
135,173,8658,248,12400
136,173,8658,330,16505
137,173,8658,801,40058
138,173,8658,947,47357
139,173,8658,964,48206
140,182,9140,510,25505
141,182,9140,510,25505
142,182,9140,846,42303
143,182,9140,889,44451
144,182,9140,963,48150
145,195,9762,222,11105
146,195,9762,322,16107
147,195,9762,388,19406
148,195,9762,784,39208
149,195,9762,800,40000
150,196,9824,538,26900
151,196,9824,591,29552
152,196,9824,605,30252
153,196,9824,703,35158
154,196,9824,860,43003
155,199,9956,226,11300
156,199,9956,236,11804
157,199,9956,707,35350
158,199,9956,839,41953
159,199,9956,925,46256
160,200,10014,519,25955
161,200,10014,533,26650
162,200,10014,678,33906
163,200,10014,706,35309
164,200,10014,781,39058
165,202,10123,215,10751
166,202,10123,468,23401
167,202,10123,663,33159
168,202,10123,685,34253
169,202,10123,693,34653
170,203,10187,218,10909
171,203,10187,521,26051
172,203,10187,605,30252
173,203,10187,746,37305
174,203,10187,978,48905
175,206,10327,271,13553
176,206,10327,323,16159
177,206,10327,402,20103
178,206,10327,573,28655
179,206,10327,810,40501
180,219,10965,234,11706
181,219,10965,352,17608
182,219,10965,630,31509
183,219,10965,646,32306
184,219,10965,894,44700
185,225,11259,5,257
186,225,11259,560,28002
187,225,11259,600,30005
188,225,11259,741,37052
189,225,11259,791,39555
190,230,11500,330,16504
191,230,11500,425,21258
192,230,11500,771,38554
193,230,11500,856,42801
194,230,11500,916,45801
195,239,11978,350,17502
196,239,11978,452,22603
197,239,11978,536,26804
198,239,11978,636,31809
199,239,11978,837,41850
200,240,12003,1,52
201,240,12003,452,22603
202,240,12003,502,25101
203,240,12003,647,32352
204,240,12003,749,37451
205,247,12365,483,24157
206,247,12365,625,31259
207,247,12365,789,39457
208,247,12365,845,42259
209,247,12365,962,48106
210,262,13104,536,26804
211,262,13104,614,30701
212,262,13104,664,33203
213,262,13104,872,43605
214,262,13104,964,48201
215,276,13837,400,20002
216,276,13837,422,21100
217,276,13837,437,21859
218,276,13837,589,29455
219,276,13837,599,29950
220,289,14497,520,26000
221,289,14497,694,34705
222,289,14497,698,34908
223,289,14497,756,37806
224,289,14497,762,38106
225,292,14601,409,20451
226,292,14601,450,22502
227,292,14601,647,32355
228,292,14601,825,41259
229,292,14601,926,46307
230,294,14743,317,15855
231,294,14743,334,16701
232,294,14743,465,23254
233,294,14743,672,33601
234,294,14743,759,37950
235,298,14900,330,16505
236,298,14900,709,35457
237,298,14900,726,36308
238,298,14900,879,43956
239,298,14900,999,49958
240,309,15455,590,29504
241,309,15455,656,32804
242,309,15455,722,36105
243,309,15455,766,38305
244,309,15455,952,47609
245,311,15583,640,32000
246,311,15583,718,35902
247,311,15583,925,46259
248,311,15583,950,47502
249,311,15583,992,49607
250,318,15903,527,26358
251,318,15903,565,28253
252,318,15903,709,35457
253,318,15903,850,42507
254,318,15903,931,46559
255,322,16101,347,17350
256,322,16101,384,19206
257,322,16101,518,25907
258,322,16101,761,38057
259,322,16101,831,41559
260,340,17033,491,24557
261,340,17033,638,31900
262,340,17033,866,43305
263,340,17033,947,47357
264,340,17033,976,48806
265,343,17159,168,8402
266,343,17159,628,31402
267,343,17159,670,33506
268,343,17159,703,35158
269,343,17159,788,39406
270,359,17954,451,22558
271,359,17954,494,24704
272,359,17954,716,35808
273,359,17954,773,38658
274,359,17954,826,41306
275,376,18809,5,258
276,376,18809,91,4551
277,376,18809,176,8803
278,376,18809,178,8906
279,376,18809,629,31450
280,385,19275,493,24659
281,385,19275,599,29950
282,385,19275,642,32105
283,385,19275,685,34255
284,385,19275,793,39656
285,392,19602,446,22302
286,392,19602,541,27051
287,392,19602,791,39555
288,392,19602,792,39605
289,392,19602,822,41100
290,394,19719,564,28208
291,394,19719,667,33350
292,394,19719,715,35759
293,394,19719,928,46402
294,394,19719,967,48357
295,398,19940,651,32558
296,398,19940,709,35457
297,398,19940,733,36658
298,398,19940,762,38102
299,398,19940,865,43254
300,402,20133,506,25308
301,402,20133,684,34206
302,402,20133,714,35704
303,402,20133,729,36457
304,402,20133,860,43003
305,414,20728,162,8109
306,414,20728,179,8950
307,414,20728,252,12609
308,414,20728,416,20803
309,414,20728,955,47756
310,417,20878,148,7401
311,417,20878,184,9200
312,417,20878,202,10101
313,417,20878,298,14900
314,417,20878,627,31358
315,419,20992,514,25709
316,419,20992,760,38008
317,419,20992,764,38204
318,419,20992,795,39755
319,419,20992,958,47903
320,424,21246,575,28757
321,424,21246,839,41956
322,424,21246,857,42853
323,424,21246,931,46559
324,424,21246,947,47357
325,431,21554,197,9852
326,431,21554,490,24500
327,431,21554,581,29058
328,431,21554,754,37707
329,431,21554,972,48602
330,440,22047,464,23206
331,440,22047,562,28102
332,440,22047,814,40709
333,440,22047,918,45904
334,440,22047,925,46255
335,443,22158,248,12404
336,443,22158,458,22904
337,443,22158,528,26404
338,443,22158,576,28804
339,443,22158,854,42709
340,449,22470,526,26304
341,449,22470,629,31453
342,449,22470,659,32953
343,449,22470,863,43150
344,449,22470,950,47508
345,452,22632,145,7259
346,452,22632,535,26757
347,452,22632,559,27950
348,452,22632,872,43607
349,452,22632,996,49808
350,454,22716,502,25109
351,454,22716,582,29106
352,454,22716,770,38504
353,454,22716,863,43156
354,454,22716,925,46257
355,458,22905,72,3603
356,458,22905,541,27051
357,458,22905,545,27254
358,458,22905,578,28908
359,458,22905,704,35208
360,465,23297,371,18555
361,465,23297,647,32355
362,465,23297,677,33858
363,465,23297,846,42305
364,465,23297,849,42455
365,470,23526,506,25302
366,470,23526,624,31201
367,470,23526,676,33805
368,470,23526,897,44859
369,470,23526,978,48907
370,479,23975,721,36052
371,479,23975,725,36252
372,479,23975,766,38301
373,479,23975,944,47208
374,479,23975,965,48255
375,482,24118,1,57
376,482,24118,721,36058
377,482,24118,796,39804
378,482,24118,817,40859
379,482,24118,864,43201
380,486,24338,31,1552
381,486,24338,280,14007
382,486,24338,412,20600
383,486,24338,470,23504
384,486,24338,529,26453
385,487,24395,366,18305
386,487,24395,626,31308
387,487,24395,708,35402
388,487,24395,919,45956
389,487,24395,946,47309
390,488,24439,24,1207
391,488,24439,51,2555
392,488,24439,241,12058
393,488,24439,398,19902
394,488,24439,689,34453
395,489,24476,130,6504
396,489,24476,148,7401
397,489,24476,540,27009
398,489,24476,705,35259
399,489,24476,767,38356
400,490,24514,408,20409
401,490,24514,639,31956
402,490,24514,641,32057
403,490,24514,969,48459
404,490,24514,981,49056
405,493,24670,1,58
406,493,24670,83,4158
407,493,24670,148,7401
408,493,24670,179,8955
409,493,24670,560,28002
410,494,24724,553,27657
411,494,24724,557,27859
412,494,24724,739,36950
413,494,24724,852,42602
414,494,24724,998,49901
415,496,24838,405,20255
416,496,24838,575,28758
417,496,24838,847,42351
418,496,24838,872,43605
419,496,24838,953,47654
420,498,24901,440,22005
421,498,24901,499,24954
422,498,24901,629,31459
423,498,24901,701,35056
424,498,24901,767,38350
425,518,25914,40,2005
426,518,25914,67,3353
427,518,25914,86,4306
428,518,25914,230,11504
429,518,25914,834,41701
430,523,26188,59,2953
431,523,26188,173,8655
432,523,26188,208,10404
433,523,26188,481,24055
434,523,26188,817,40857
435,526,26302,163,8158
436,526,26302,621,31055
437,526,26302,632,31608
438,526,26302,753,37654
439,526,26302,992,49607
440,528,26411,413,20656
441,528,26411,545,27253
442,528,26411,785,39251
443,528,26411,799,39950
444,528,26411,989,49452
445,533,26681,172,8605
446,533,26681,338,16906
447,533,26681,393,19656
448,533,26681,431,21555
449,533,26681,686,34308
450,534,26711,152,7601
451,534,26711,638,31900
452,534,26711,810,40502
453,534,26711,943,47154
454,534,26711,951,47551
455,537,26862,121,6057
456,537,26862,741,37059
457,537,26862,900,45007
458,537,26862,938,46906
459,537,26862,959,47954
460,550,27534,64,3207
461,550,27534,249,12458
462,550,27534,333,16654
463,550,27534,341,17050
464,550,27534,721,36052
465,551,27590,158,7908
466,551,27590,592,29603
467,551,27590,597,29858
468,551,27590,714,35702
469,551,27590,999,49952
470,553,27689,147,7350
471,553,27689,657,32859
472,553,27689,779,38955
473,553,27689,797,39853
474,553,27689,835,41755
475,555,27762,445,22254
476,555,27762,588,29408
477,555,27762,599,29950
478,555,27762,882,44102
479,555,27762,967,48357
480,560,28041,88,4403
481,560,28041,208,10405
482,560,28041,301,15053
483,560,28041,494,24706
484,560,28041,908,45407
485,561,28080,59,2953
486,561,28080,80,4003
487,561,28080,203,10152
488,561,28080,508,25400
489,561,28080,819,40954
490,564,28214,208,10409
491,564,28214,300,15005
492,564,28214,380,19000
493,564,28214,482,24103
494,564,28214,950,47500
495,573,28662,306,15300
496,573,28662,336,16808
497,573,28662,412,20600
498,573,28662,424,21206
499,573,28662,984,49208
500,576,28804,8,400
501,576,28804,62,3104
502,576,28804,100,5001
503,576,28804,394,19705
504,576,28804,964,48201
505,577,28868,59,2952
506,577,28868,144,7202
507,577,28868,281,14058
508,577,28868,492,24602
509,577,28868,559,27950
510,580,29010,71,3559
511,580,29010,103,5159
512,580,29010,226,11309
513,580,29010,266,13304
514,580,29010,967,48357
515,582,29140,278,13909
516,582,29140,658,32907
517,582,29140,664,33201
518,582,29140,751,37556
519,582,29140,991,49557
520,588,29442,65,3258
521,588,29442,117,5859
522,588,29442,196,9805
523,588,29442,367,18353
524,588,29442,975,48752
525,589,29491,220,11002
526,589,29491,626,31301
527,589,29491,656,32804
528,589,29491,804,40208
529,589,29491,948,47400
530,590,29502,14,706
531,590,29502,226,11300
532,590,29502,276,13802
533,590,29502,421,21052
534,590,29502,523,26155
535,593,29665,183,9157
536,593,29665,298,14908
537,593,29665,456,22801
538,593,29665,464,23206
539,593,29665,482,24103
540,595,29752,370,18509
541,595,29752,387,19356
542,595,29752,469,23455
543,595,29752,559,27956
544,595,29752,754,37704
545,598,29906,415,20756
546,598,29906,433,21652
547,598,29906,507,25355
548,598,29906,533,26654
549,598,29906,810,40501
550,601,30058,127,6350
551,601,30058,298,14908
552,601,30058,340,17007
553,601,30058,560,28002
554,601,30058,964,48207
555,602,30103,239,11950
556,602,30103,393,19650
557,602,30103,418,20909
558,602,30103,578,28907
559,602,30103,846,42303
560,604,30208,241,12057
561,604,30208,364,18202
562,604,30208,469,23455
563,604,30208,519,25957
564,604,30208,983,49152
565,610,30518,223,11151
566,610,30518,619,30952
567,610,30518,631,31559
568,610,30518,689,34453
569,610,30518,752,37602
570,611,30565,324,16207
571,611,30565,394,19708
572,611,30565,589,29450
573,611,30565,610,30509
574,611,30565,628,31403
575,612,30601,49,2457
576,612,30601,58,2908
577,612,30601,374,18709
578,612,30601,378,18905
579,612,30601,397,19853
580,622,31109,95,4758
581,622,31109,235,11759
582,622,31109,514,25709
583,622,31109,536,26809
584,622,31109,964,48207
585,624,31226,287,14359
586,624,31226,677,33858
587,624,31226,725,36252
588,624,31226,817,40857
589,624,31226,858,42908
590,632,31622,98,4901
591,632,31622,329,16453
592,632,31622,364,18206
593,632,31622,450,22502
594,632,31622,549,27459
595,633,31687,29,1450
596,633,31687,45,2258
597,633,31687,261,13059
598,633,31687,534,26702
599,633,31687,645,32257
600,636,31812,252,12609
601,636,31812,402,20103
602,636,31812,446,22300
603,636,31812,550,27504
604,636,31812,619,30950
605,638,31900,299,14952
606,638,31900,751,37556
607,638,31900,857,42856
608,638,31900,949,47459
609,638,31900,986,49307
610,640,32024,16,806
611,640,32024,133,6650
612,640,32024,313,15656
613,640,32024,336,16808
614,640,32024,392,19608
615,648,32426,45,2258
616,648,32426,245,12251
617,648,32426,352,17602
618,648,32426,493,24659
619,648,32426,978,48901
620,653,32688,86,4308
621,653,32688,107,5358
622,653,32688,425,21254
623,653,32688,432,21603
624,653,32688,916,45805
625,662,33109,141,7057
626,662,33109,160,8004
627,662,33109,581,29059
628,662,33109,643,32153
629,662,33109,968,48408
630,663,33190,147,7357
631,663,33190,282,14100
632,663,33190,464,23206
633,663,33190,544,27203
634,663,33190,571,28552
635,664,33238,159,7950
636,664,33238,269,13455
637,664,33238,289,14454
638,664,33238,402,20103
639,664,33238,519,25958
640,677,33891,141,7050
641,677,33891,181,9055
642,677,33891,208,10404
643,677,33891,274,13705
644,677,33891,371,18555
645,678,33925,158,7901
646,678,33925,221,11052
647,678,33925,332,16602
648,678,33925,498,24907
649,678,33925,594,29704
650,692,34630,93,4654
651,692,34630,217,10850
652,692,34630,267,13357
653,692,34630,649,32458
654,692,34630,913,45651
655,703,35193,152,7601
656,703,35193,164,8202
657,703,35193,471,23552
658,703,35193,671,33553
659,703,35193,679,33956
660,707,35396,47,2356
661,707,35396,381,19054
662,707,35396,429,21459
663,707,35396,679,33950
664,707,35396,996,49806
665,711,35582,159,7956
666,711,35582,199,9955
667,711,35582,221,11052
668,711,35582,637,31859
669,711,35582,674,33704
670,712,35616,195,9754
671,712,35616,273,13653
672,712,35616,406,20302
673,712,35616,491,24554
674,712,35616,631,31550
675,716,35827,196,9805
676,716,35827,209,10454
677,716,35827,316,15807
678,716,35827,375,18757
679,716,35827,648,32404
680,717,35888,165,8258
681,717,35888,229,11455
682,717,35888,266,13304
683,717,35888,324,16209
684,717,35888,590,29508
685,725,36293,132,6608
686,725,36293,166,8302
687,725,36293,224,11205
688,725,36293,662,33103
689,725,36293,719,35950
690,736,36810,152,7601
691,736,36810,387,19354
692,736,36810,519,25957
693,736,36810,711,35559
694,736,36810,730,36505
695,741,37070,39,1955
696,741,37070,82,4100
697,741,37070,133,6656
698,741,37070,153,7652
699,741,37070,717,35859
700,745,37269,123,6158
701,745,37269,153,7651
702,745,37269,550,27504
703,745,37269,564,28208
704,745,37269,631,31559
705,748,37405,239,11950
706,748,37405,397,19853
707,748,37405,427,21357
708,748,37405,493,24659
709,748,37405,553,27653
710,752,37619,117,5859
711,752,37619,337,16857
712,752,37619,358,17901
713,752,37619,399,19955
714,752,37619,651,32558
715,755,37791,67,3352
716,755,37791,260,13009
717,755,37791,340,17008
718,755,37791,505,25256
719,755,37791,537,26858
720,756,37846,47,2356
721,756,37846,115,5752
722,756,37846,164,8202
723,756,37846,352,17602
724,756,37846,750,37508
725,768,38420,504,25203
726,768,38420,656,32806
727,768,38420,676,33803
728,768,38420,717,35859
729,768,38420,742,37101
730,772,38615,218,10909
731,772,38615,288,14407
732,772,38615,292,14607
733,772,38615,338,16906
734,772,38615,511,25557
735,773,38676,323,16156
736,773,38676,494,24704
737,773,38676,572,28609
738,773,38676,623,31159
739,773,38676,645,32250
740,780,39016,213,10659
741,780,39016,246,12308
742,780,39016,404,20209
743,780,39016,479,23951
744,780,39016,700,35008
745,788,39404,146,7300
746,788,39404,340,17005
747,788,39404,394,19707
748,788,39404,489,24454
749,788,39404,747,37359
750,789,39493,248,12404
751,789,39493,393,19658
752,789,39493,443,22159
753,789,39493,475,23759
754,789,39493,492,24602
755,791,39597,325,16259
756,791,39597,427,21357
757,791,39597,503,25159
758,791,39597,948,47402
759,791,39597,948,47402
760,795,39760,119,5954
761,795,39760,225,11258
762,795,39760,277,13857
763,795,39760,380,19000
764,795,39760,696,34804
765,797,39855,365,18250
766,797,39855,656,32808
767,797,39855,676,33803
768,797,39855,717,35856
769,797,39855,946,47300
770,800,40012,63,3155
771,800,40012,130,6505
772,800,40012,167,8352
773,800,40012,656,32809
774,800,40012,926,46302
775,802,40124,78,3902
776,802,40124,158,7900
777,802,40124,181,9055
778,802,40124,522,26104
779,802,40124,673,33653
780,808,40439,149,7452
781,808,40439,224,11202
782,808,40439,714,35704
783,808,40439,801,40059
784,808,40439,817,40853
785,812,40618,82,4107
786,812,40618,105,5250
787,812,40618,188,9408
788,812,40618,607,30359
789,812,40618,780,39006
790,817,40878,88,4401
791,817,40878,177,8852
792,817,40878,238,11900
793,817,40878,304,15204
794,817,40878,524,26205
795,829,41452,159,7954
796,829,41452,343,17151
797,829,41452,703,35158
798,829,41452,752,37609
799,829,41452,866,43305
800,832,41613,36,1801
801,832,41613,144,7203
802,832,41613,427,21352
803,832,41613,492,24602
804,832,41613,551,27552
805,834,41727,377,18855
806,834,41727,463,23153
807,834,41727,757,37855
808,834,41727,780,39007
809,834,41727,789,39457
810,837,41898,36,1801
811,837,41898,395,19753
812,837,41898,469,23455
813,837,41898,477,23854
814,837,41898,524,26209
815,841,42083,167,8352
816,841,42083,183,9157
817,841,42083,656,32809
818,841,42083,659,32955
819,841,42083,881,44055
820,851,42582,166,8303
821,851,42582,506,25308
822,851,42582,676,33807
823,851,42582,828,41406
824,851,42582,987,49356
825,853,42656,110,5505
826,853,42656,143,7153
827,853,42656,245,12254
828,853,42656,722,36107
829,853,42656,742,37105
830,858,42944,27,1352
831,858,42944,75,3750
832,858,42944,127,6350
833,858,42944,696,34806
834,858,42944,786,39303
835,859,42964,133,6656
836,859,42964,140,7005
837,859,42964,353,17659
838,859,42964,586,29306
839,859,42964,802,40103
840,861,43097,43,2157
841,861,43097,119,5959
842,861,43097,324,16206
843,861,43097,445,22255
844,861,43097,449,22459
845,862,43101,6,303
846,862,43101,23,1153
847,862,43101,115,5758
848,862,43101,334,16701
849,862,43101,446,22308
850,864,43231,111,5550
851,864,43231,339,16959
852,864,43231,356,17809
853,864,43231,569,28450
854,864,43231,763,38150
855,869,43480,59,2951
856,869,43480,173,8654
857,869,43480,208,10405
858,869,43480,583,29150
859,869,43480,664,33201
860,881,44068,204,10205
861,881,44068,308,15408
862,881,44068,462,23109
863,881,44068,494,24702
864,881,44068,566,28300
865,883,44198,167,8352
866,883,44198,328,16404
867,883,44198,432,21600
868,883,44198,624,31201
869,883,44198,707,35350
870,889,44454,268,13406
871,889,44454,565,28250
872,889,44454,584,29201
873,889,44454,703,35158
874,889,44454,841,42052
875,892,44632,154,7702
876,892,44632,361,18056
877,892,44632,391,19557
878,892,44632,497,24856
879,892,44632,978,48905
880,903,45175,62,3107
881,903,45175,215,10752
882,903,45175,490,24505
883,903,45175,744,37207
884,903,45175,809,40457
885,904,45222,501,25054
886,904,45222,681,34055
887,904,45222,685,34259
888,904,45222,963,48150
889,904,45222,972,48604
890,915,45773,49,2454
891,915,45773,245,12251
892,915,45773,315,15754
893,915,45773,748,37405
894,915,45773,836,41808
895,916,45831,296,14804
896,916,45831,702,35107
897,916,45831,719,35954
898,916,45831,794,39704
899,916,45831,926,46306
900,917,45861,183,9155
901,917,45861,502,25109
902,917,45861,516,25808
903,917,45861,661,33051
904,917,45861,689,34453
905,919,45950,42,2103
906,919,45950,118,5903
907,919,45950,369,18459
908,919,45950,635,31756
909,919,45950,972,48604
910,920,46033,72,3604
911,920,46033,175,8754
912,920,46033,472,23600
913,920,46033,682,34108
914,920,46033,788,39405
915,921,46070,451,22550
916,921,46070,540,27003
917,921,46070,577,28850
918,921,46070,672,33601
919,921,46070,683,34156
920,928,46419,454,22704
921,928,46419,553,27654
922,928,46419,631,31559
923,928,46419,650,32505
924,928,46419,786,39304
925,929,46471,163,8151
926,929,46471,256,12804
927,929,46471,487,24359
928,929,46471,557,27859
929,929,46471,773,38656
930,930,46545,61,3055
931,930,46545,478,23901
932,930,46545,624,31202
933,930,46545,717,35855
934,930,46545,818,40908
935,932,46632,144,7203
936,932,46632,232,11606
937,932,46632,294,14704
938,932,46632,299,14952
939,932,46632,572,28601
940,935,46754,41,2053
941,935,46754,61,3055
942,935,46754,392,19601
943,935,46754,548,27407
944,935,46754,868,43405
945,940,47036,1,52
946,940,47036,14,706
947,940,47036,95,4758
948,940,47036,408,20409
949,940,47036,520,26000
950,941,47088,93,4653
951,941,47088,118,5903
952,941,47088,379,18955
953,941,47088,400,20002
954,941,47088,525,26255
955,948,47418,130,6508
956,948,47418,300,15000
957,948,47418,303,15151
958,948,47418,396,19808
959,948,47418,554,27702
960,954,47718,103,5159
961,954,47718,338,16907
962,954,47718,483,24153
963,954,47718,573,28657
964,954,47718,689,34456
965,962,48133,41,2052
966,962,48133,265,13254
967,962,48133,394,19705
968,962,48133,430,21509
969,962,48133,681,34058
970,966,48349,410,20508
971,966,48349,586,29305
972,966,48349,633,31650
973,966,48349,664,33203
974,966,48349,834,41703
975,967,48390,52,2602
976,967,48390,354,17709
977,967,48390,413,20656
978,967,48390,507,25355
979,967,48390,694,34707
980,985,49297,369,18453
981,985,49297,564,28206
982,985,49297,749,37451
983,985,49297,824,41201
984,985,49297,835,41755
985,986,49306,482,24103
986,986,49306,700,35007
987,986,49306,788,39407
988,986,49306,924,46200
989,986,49306,956,47802
990,989,49489,27,1350
991,989,49489,261,13055
992,989,49489,532,26608
993,989,49489,682,34103
994,989,49489,789,39457
995,998,49943,477,23851
996,998,49943,571,28554
997,998,49943,714,35704
998,998,49943,892,44609
999,998,49943,986,49303
