#,ocla,o_ID,tcla,t_ID
553,6,9325,4,278
554,6,9325,5,230
555,6,9325,7,410
556,6,9325,8,202
557,6,9325,9,38
558,6,3198,0,189
559,6,3198,1,231
560,6,3198,2,448
561,6,3198,3,467
562,6,3198,4,227
563,6,3198,5,212
564,6,3198,7,137
565,6,3198,8,92
566,6,3198,9,38
567,6,8423,0,189
568,6,8423,1,240
569,6,8423,2,374
570,6,8423,3,121
571,6,8423,4,94
572,6,8423,5,384
573,6,8423,7,177
574,6,8423,8,233
575,6,8423,9,360
576,6,299,0,90
577,6,299,1,82
578,6,299,2,291
579,6,299,3,432
580,6,299,4,236
581,6,299,5,319
582,6,299,7,326
583,6,299,8,73
584,6,299,9,360
585,6,9546,0,90
586,6,9546,1,114
587,6,9546,2,291
588,6,9546,3,467
589,6,9546,4,110
590,6,9546,5,39
591,6,9546,7,339
592,6,9546,8,72
593,6,9546,9,349
594,6,3435,0,90
595,6,3435,1,246
596,6,3435,2,123
597,6,3435,3,467
598,6,3435,4,24
599,6,3435,5,141
600,6,3435,7,208
601,6,3435,8,132
602,6,3435,9,38
603,6,777,0,44
604,6,777,1,246
605,6,777,2,248
606,6,777,3,0
607,6,777,4,24
608,6,777,5,361
609,6,777,7,268
610,6,777,8,185
611,6,777,9,349
612,6,4579,0,281
613,6,4579,1,240
614,6,4579,2,374
615,6,4579,3,273
616,6,4579,4,94
617,6,4579,5,57
618,6,4579,7,13
619,6,4579,8,173
620,6,4579,9,349
621,6,2338,0,235
622,6,2338,1,82
623,6,2338,2,248
624,6,2338,3,396
625,6,2338,4,224
626,6,2338,5,207
627,6,2338,7,326
628,6,2338,8,202
629,6,2338,9,174
630,7,109,0,44
631,7,109,1,369
632,7,109,2,393
633,7,109,3,432
634,7,109,4,500
635,7,109,5,319
636,7,109,6,311
637,7,109,8,144
638,7,109,9,252
639,7,3196,0,235
640,7,3196,1,290
641,7,3196,2,113
642,7,3196,3,396
643,7,3196,4,500
644,7,3196,5,207
645,7,3196,6,311
646,7,3196,8,242
647,7,3196,9,38
648,7,7293,0,281
649,7,7293,1,246
650,7,7293,2,182
651,7,7293,3,332
652,7,7293,4,295
653,7,7293,5,319
654,7,7293,6,392
655,7,7293,8,202
656,7,7293,9,38
657,7,5464,0,281
658,7,5464,1,114
659,7,5464,2,374
660,7,5464,3,103
661,7,5464,4,456
662,7,5464,5,474
663,7,5464,6,428
664,7,5464,8,202
665,7,5464,9,11
666,7,1864,0,235
667,7,1864,1,82
668,7,1864,2,391
669,7,1864,3,176
670,7,1864,4,159
671,7,1864,5,207
672,7,1864,6,380
673,7,1864,8,15
674,7,1864,9,252
675,7,216,0,297
676,7,216,1,462
677,7,216,2,67
678,7,216,3,467
679,7,216,4,355
680,7,216,5,181
681,7,216,6,301
682,7,216,8,408
683,7,216,9,38
684,7,417,0,359
685,7,417,1,104
686,7,417,2,182
687,7,417,3,256
688,7,417,4,456
689,7,417,5,474
690,7,417,6,299
691,7,417,8,196
692,7,417,9,222
693,7,643,0,90
694,7,643,1,193
695,7,643,2,340
696,7,643,3,106
697,7,643,4,456
698,7,643,5,207
699,7,643,6,311
700,7,643,8,348
701,7,643,9,335
702,7,4154,0,90
703,7,4154,1,114
704,7,4154,2,67
705,7,4154,3,467
706,7,4154,4,24
707,7,4154,5,484
708,7,4154,6,392
709,7,4154,8,202
710,7,4154,9,38
711,7,7505,0,44
712,7,7505,1,193
713,7,7505,2,476
714,7,7505,3,0
715,7,7505,4,500
716,7,7505,5,232
717,7,7505,6,4
718,7,7505,8,202
719,7,7505,9,222
720,8,4024,0,449
721,8,4024,1,494
722,8,4024,2,342
723,8,4024,3,467
724,8,4024,4,40
725,8,4024,5,58
726,8,4024,6,392
727,8,4024,7,410
728,8,4024,9,38
729,8,7782,0,27
730,8,7782,1,305
731,8,7782,2,123
732,8,7782,3,467
733,8,7782,4,500
734,8,7782,5,488
735,8,7782,6,392
736,8,7782,7,137
737,8,7782,9,171
738,8,2380,0,27
739,8,2380,1,201
740,8,2380,2,353
741,8,2380,3,467
742,8,2380,4,278
743,8,2380,5,361
744,8,2380,6,95
745,8,2380,7,371
746,8,2380,9,38
747,8,144,0,44
748,8,144,1,494
749,8,144,2,182
750,8,144,3,103
751,8,144,4,355
752,8,144,5,389
753,8,144,6,392
754,8,144,7,119
755,8,144,9,222
756,8,185,0,276
757,8,185,1,290
758,8,185,2,340
759,8,185,3,320
760,8,185,4,463
761,8,185,5,361
762,8,185,6,95
763,8,185,7,137
764,8,185,9,89
765,8,4539,0,281
766,8,4539,1,66
767,8,4539,2,182
768,8,4539,3,205
769,8,4539,4,295
770,8,4539,5,488
771,8,4539,6,95
772,8,4539,7,410
773,8,4539,9,89
774,8,2745,0,298
775,8,2745,1,330
776,8,2745,2,65
777,8,2745,3,256
778,8,2745,4,463
779,8,2745,5,474
780,8,2745,6,341
781,8,2745,7,452
782,8,2745,9,38
783,8,2492,0,44
784,8,2492,1,330
785,8,2492,2,248
786,8,2492,3,256
787,8,2492,4,227
788,8,2492,5,343
789,8,2492,6,341
790,8,2492,7,452
791,8,2492,9,222
792,8,1262,0,129
793,8,1262,1,240
794,8,1262,2,182
795,8,1262,3,294
796,8,1262,4,267
797,8,1262,5,39
798,8,1262,6,29
799,8,1262,7,137
800,8,1262,9,253
801,8,7418,0,116
802,8,7418,1,104
803,8,7418,2,248
804,8,7418,3,467
805,8,7418,4,278
806,8,7418,5,389
807,8,7418,6,392
808,8,7418,7,137
809,8,7418,9,38
810,9,394,0,44
811,9,394,1,390
812,9,394,2,374
813,9,394,3,0
814,9,394,4,465
815,9,394,5,207
816,9,394,6,299
817,9,394,7,219
818,9,394,8,202
819,9,45,0,90
820,9,45,1,104
821,9,45,2,182
822,9,45,3,467
823,9,45,4,465
824,9,45,5,58
825,9,45,6,95
826,9,45,7,208
827,9,45,8,408
828,9,1136,0,235
829,9,1136,1,131
830,9,1136,2,75
831,9,1136,3,321
832,9,1136,4,456
833,9,1136,5,207
834,9,1136,6,380
835,9,1136,7,445
836,9,1136,8,202
837,9,331,0,235
838,9,331,1,82
839,9,331,2,248
840,9,331,3,432
841,9,331,4,465
842,9,331,5,455
843,9,331,6,95
844,9,331,7,208
845,9,331,8,92
846,9,170,0,298
847,9,170,1,462
848,9,170,2,75
849,9,170,3,467
850,9,170,4,130
851,9,170,5,488
852,9,170,6,95
853,9,170,7,208
854,9,170,8,185
855,9,225,0,44
856,9,225,1,494
857,9,225,2,277
858,9,225,3,294
859,9,225,4,159
860,9,225,5,389
861,9,225,6,93
862,9,225,7,386
863,9,225,8,202
864,9,400,0,257
865,9,400,1,104
866,9,400,2,340
867,9,400,3,467
868,9,400,4,328
869,9,400,5,212
870,9,400,6,112
871,9,400,7,339
872,9,400,8,132
873,9,133,0,116
874,9,133,1,366
875,9,133,2,67
876,9,133,3,332
877,9,133,4,465
878,9,133,5,302
879,9,133,6,64
880,9,133,7,208
881,9,133,8,469
882,9,2944,0,298
883,9,2944,1,462
884,9,2944,2,182
885,9,2944,3,467
886,9,2944,4,130
887,9,2944,5,239
888,9,2944,6,311
889,9,2944,7,60
890,9,2944,8,185
891,9,360,0,281
892,9,360,1,193
893,9,360,2,182
894,9,360,3,256
895,9,360,4,456
896,9,360,5,457
897,9,360,6,380
898,9,360,7,375
899,9,360,8,344
